Airport.Code,Airport.Name,Statistics.# of Delays.Late Aircraft,Statistics.# of Delays.Security,Statistics.# of Delays.Weather,Statistics.Flights.Cancelled,Statistics.Flights.Delayed,Statistics.Flights.Total,Statistics.Minutes Delayed.Total
PHL,"Philadelphia, PA: Philadelphia International",359,9,45,176,1424,7107,70447
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",674,12,68,444,1878,15287,90522
SAN,"San Diego, CA: San Diego International",384,6,37,136,963,6338,44381
SEA,"Seattle, WA: Seattle/Tacoma International",363,9,28,55,940,7348,47349
SFO,"San Francisco, CA: San Francisco International",904,6,103,446,3555,11279,256504
SLC,"Salt Lake City, UT: Salt Lake City International",602,6,60,147,1554,10452,72284
TPA,"Tampa, FL: Tampa International",366,6,21,59,1128,5729,55598
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2204,9,324,2226,6557,31253,418899
BOS,"Boston, MA: Logan International",504,1,76,785,1918,8418,117814
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",498,5,69,1352,1242,7321,67524
CLT,"Charlotte, NC: Charlotte Douglas International",459,6,52,414,1586,8881,74984
DCA,"Washington, DC: Ronald Reagan Washington National",235,7,46,1346,842,5961,42701
DEN,"Denver, CO: Denver International",1284,7,54,383,2758,17813,130896
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1696,11,192,1303,4011,20561,217321
DTW,"Detroit, MI: Detroit Metro Wayne County",1127,7,70,635,3114,11631,176755
EWR,"Newark, NJ: Newark Liberty International",437,9,74,1195,1865,8720,106385
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",433,6,46,252,1389,5401,74674
IAD,"Washington, DC: Washington Dulles International",349,2,31,962,953,5441,55320
IAH,"Houston, TX: George Bush Intercontinental/Houston",763,12,86,346,2954,14113,130559
JFK,"New York, NY: John F. Kennedy International",529,1,86,887,1914,8894,116652
LAS,"Las Vegas, NV: McCarran International",605,5,46,194,1429,10736,67651
LAX,"Los Angeles, CA: Los Angeles International",947,11,63,373,2244,14800,112660
LGA,"New York, NY: LaGuardia",330,1,85,1052,1449,7448,96110
MCO,"Orlando, FL: Orlando International",711,14,68,415,2371,9443,120157
MDW,"Chicago, IL: Chicago Midway International",402,7,31,396,881,5987,43241
MIA,"Miami, FL: Miami International",371,4,65,222,1325,5324,72426
MSP,"Minneapolis, MN: Minneapolis-St Paul International",537,10,97,277,1851,8962,109948
ORD,"Chicago, IL: Chicago O'Hare International",1645,7,134,1174,5123,23737,306691
PDX,"Portland, OR: Portland International",218,5,9,39,478,3733,22047
PHL,"Philadelphia, PA: Philadelphia International",392,5,71,1023,1428,6575,77174
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",591,5,62,255,1619,13976,74180
SAN,"San Diego, CA: San Diego International",344,6,28,113,826,5843,38464
SEA,"Seattle, WA: Seattle/Tacoma International",313,7,29,74,795,6703,39558
SFO,"San Francisco, CA: San Francisco International",815,5,104,415,3177,10307,212140
SLC,"Salt Lake City, UT: Salt Lake City International",440,7,33,149,1211,9507,55878
TPA,"Tampa, FL: Tampa International",351,6,48,235,1148,5418,60007
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2238,7,194,912,7275,35186,497183
BOS,"Boston, MA: Logan International",624,6,61,242,2720,9637,149824
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",834,5,29,76,1768,8655,84130
CLT,"Charlotte, NC: Charlotte Douglas International",484,5,27,146,1636,9933,81344
DCA,"Washington, DC: Ronald Reagan Washington National",369,3,41,147,1194,6746,57334
DEN,"Denver, CO: Denver International",1330,10,86,402,2840,20229,147563
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1671,8,299,324,4105,22975,239759
DTW,"Detroit, MI: Detroit Metro Wayne County",676,5,38,172,1978,13210,104321
EWR,"Newark, NJ: Newark Liberty International",564,10,55,293,3370,9891,237211
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",507,7,31,56,1534,6163,88743
IAD,"Washington, DC: Washington Dulles International",476,2,17,73,1294,6248,64278
IAH,"Houston, TX: George Bush Intercontinental/Houston",904,9,51,107,2592,15640,117351
JFK,"New York, NY: John F. Kennedy International",486,3,61,450,2779,10080,154109
LAS,"Las Vegas, NV: McCarran International",777,8,57,65,1740,12189,83451
LAX,"Los Angeles, CA: Los Angeles International",957,16,55,193,2258,16842,113194
LGA,"New York, NY: LaGuardia",415,0,129,279,2425,8434,150153
MCO,"Orlando, FL: Orlando International",861,12,40,62,2425,11092,129784
MDW,"Chicago, IL: Chicago Midway International",616,7,43,70,1209,7118,59455
MIA,"Miami, FL: Miami International",437,2,40,66,1428,5882,81710
MSP,"Minneapolis, MN: Minneapolis-St Paul International",461,9,43,102,1438,10348,73430
ORD,"Chicago, IL: Chicago O'Hare International",1691,6,110,477,4990,27054,336226
PDX,"Portland, OR: Portland International",246,3,13,21,541,4327,26592
PHL,"Philadelphia, PA: Philadelphia International",478,6,89,116,2192,7556,116419
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",769,9,38,124,1850,15742,85315
SAN,"San Diego, CA: San Diego International",456,6,32,54,947,6615,42845
SEA,"Seattle, WA: Seattle/Tacoma International",353,4,24,26,911,7671,44298
SFO,"San Francisco, CA: San Francisco International",694,6,61,188,2423,11534,159709
SLC,"Salt Lake City, UT: Salt Lake City International",470,3,23,90,1146,10594,54175
TPA,"Tampa, FL: Tampa International",506,6,27,42,1397,6474,71889
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1295,3,113,254,4227,34177,277192
BOS,"Boston, MA: Logan International",390,3,32,58,1312,9363,61887
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",536,1,30,19,1115,8614,53650
CLT,"Charlotte, NC: Charlotte Douglas International",276,5,30,42,958,9746,44634
DCA,"Washington, DC: Ronald Reagan Washington National",207,3,21,60,774,6483,35413
DEN,"Denver, CO: Denver International",1053,11,70,154,2537,19059,122726
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1093,5,119,159,2672,22171,145144
DTW,"Detroit, MI: Detroit Metro Wayne County",582,7,21,91,1936,13552,97571
EWR,"Newark, NJ: Newark Liberty International",344,6,37,45,1724,9668,85664
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",279,2,18,12,838,5527,40580
IAD,"Washington, DC: Washington Dulles International",266,4,13,37,710,6245,36926
IAH,"Houston, TX: George Bush Intercontinental/Houston",534,8,30,21,2144,14781,80296
JFK,"New York, NY: John F. Kennedy International",292,6,16,79,1419,9261,80776
LAS,"Las Vegas, NV: McCarran International",642,8,39,56,1634,12074,73414
LAX,"Los Angeles, CA: Los Angeles International",807,15,39,118,2164,16322,103815
LGA,"New York, NY: LaGuardia",266,2,32,77,1271,8623,59536
MCO,"Orlando, FL: Orlando International",431,9,26,26,1321,10548,59086
MDW,"Chicago, IL: Chicago Midway International",427,2,26,26,925,7121,39519
MIA,"Miami, FL: Miami International",429,2,21,63,1163,5787,64395
MSP,"Minneapolis, MN: Minneapolis-St Paul International",414,0,24,61,1454,9712,65960
ORD,"Chicago, IL: Chicago O'Hare International",1358,8,67,389,4323,25754,287075
PDX,"Portland, OR: Portland International",175,1,13,16,471,4223,20194
PHL,"Philadelphia, PA: Philadelphia International",233,4,23,41,961,7179,48247
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",666,3,35,115,1685,15014,72022
SAN,"San Diego, CA: San Diego International",367,2,14,21,929,6493,38549
SEA,"Seattle, WA: Seattle/Tacoma International",252,2,17,16,761,7525,34765
SFO,"San Francisco, CA: San Francisco International",607,10,42,162,2356,11236,154108
SLC,"Salt Lake City, UT: Salt Lake City International",529,5,18,96,1281,9940,57665
TPA,"Tampa, FL: Tampa International",262,2,17,11,777,6173,34986
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2181,9,221,484,7247,34856,472715
BOS,"Boston, MA: Logan International",474,0,51,102,1569,9360,80850
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",670,4,73,39,1579,9154,83184
CLT,"Charlotte, NC: Charlotte Douglas International",483,2,39,72,1616,10352,80805
DCA,"Washington, DC: Ronald Reagan Washington National",344,4,29,107,1217,6562,62475
DEN,"Denver, CO: Denver International",1225,9,124,233,3165,19890,193474
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1645,4,265,496,4267,22669,264624
DTW,"Detroit, MI: Detroit Metro Wayne County",968,2,111,220,3092,13376,170968
EWR,"Newark, NJ: Newark Liberty International",425,4,48,124,2311,9350,153232
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",248,2,24,23,725,4971,37345
IAD,"Washington, DC: Washington Dulles International",407,2,20,90,1004,6528,55899
IAH,"Houston, TX: George Bush Intercontinental/Houston",682,10,57,143,2576,15321,128967
JFK,"New York, NY: John F. Kennedy International",364,3,44,213,2182,9244,134050
LAS,"Las Vegas, NV: McCarran International",1011,8,43,54,2221,12477,104312
LAX,"Los Angeles, CA: Los Angeles International",1028,10,80,152,2814,16926,141301
LGA,"New York, NY: LaGuardia",416,0,74,198,2051,9031,113556
MCO,"Orlando, FL: Orlando International",609,3,35,38,1604,10471,86502
MDW,"Chicago, IL: Chicago Midway International",610,9,56,24,1265,7386,65027
MIA,"Miami, FL: Miami International",491,3,33,72,1238,5916,69472
MSP,"Minneapolis, MN: Minneapolis-St Paul International",666,3,44,94,2087,10318,98886
ORD,"Chicago, IL: Chicago O'Hare International",2044,8,146,720,6396,26479,470953
PDX,"Portland, OR: Portland International",275,1,13,32,612,4503,29697
PHL,"Philadelphia, PA: Philadelphia International",375,1,48,61,1397,7424,69851
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",859,4,46,112,2113,15419,98355
SAN,"San Diego, CA: San Diego International",496,0,27,54,1185,6953,54898
SEA,"Seattle, WA: Seattle/Tacoma International",298,2,35,23,900,8400,48301
SFO,"San Francisco, CA: San Francisco International",804,4,61,197,3008,11738,194518
SLC,"Salt Lake City, UT: Salt Lake City International",561,6,15,75,1430,10277,68171
TPA,"Tampa, FL: Tampa International",383,3,37,34,904,5943,47538
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2634,10,232,491,8254,35143,512270
BOS,"Boston, MA: Logan International",605,3,63,157,1955,9502,118665
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",883,6,120,75,2128,9538,125296
CLT,"Charlotte, NC: Charlotte Douglas International",599,4,74,99,1775,10469,93522
DCA,"Washington, DC: Ronald Reagan Washington National",419,1,60,167,1506,6458,81341
DEN,"Denver, CO: Denver International",1733,4,110,216,3825,20444,219453
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",2020,5,182,463,4660,22490,280057
DTW,"Detroit, MI: Detroit Metro Wayne County",1225,2,113,349,3360,13842,202408
EWR,"Newark, NJ: Newark Liberty International",599,4,57,172,2352,9538,138421
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",352,3,30,22,981,4827,53991
IAD,"Washington, DC: Washington Dulles International",601,1,66,126,1348,6697,96501
IAH,"Houston, TX: George Bush Intercontinental/Houston",1244,8,91,83,3659,15820,180880
JFK,"New York, NY: John F. Kennedy International",421,0,55,218,2085,9135,125886
LAS,"Las Vegas, NV: McCarran International",1160,3,52,63,2291,12198,113164
LAX,"Los Angeles, CA: Los Angeles International",1320,12,105,166,3297,17220,167414
LGA,"New York, NY: LaGuardia",490,1,76,249,1863,8549,112123
MCO,"Orlando, FL: Orlando International",809,8,68,59,2019,10487,109425
MDW,"Chicago, IL: Chicago Midway International",740,5,187,21,1756,7369,114144
MIA,"Miami, FL: Miami International",454,1,52,135,1355,5728,76313
MSP,"Minneapolis, MN: Minneapolis-St Paul International",1001,5,85,207,2989,11218,164970
ORD,"Chicago, IL: Chicago O'Hare International",2832,8,186,1256,7489,26671,571453
PDX,"Portland, OR: Portland International",366,3,20,17,886,4758,47144
PHL,"Philadelphia, PA: Philadelphia International",452,5,75,78,1542,7468,84404
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",901,7,68,111,1985,15012,102066
SAN,"San Diego, CA: San Diego International",571,1,27,54,1304,6981,63940
SEA,"Seattle, WA: Seattle/Tacoma International",454,3,46,31,1500,9132,73072
SFO,"San Francisco, CA: San Francisco International",1048,1,85,228,3372,12025,234902
SLC,"Salt Lake City, UT: Salt Lake City International",721,4,30,82,1677,10982,80209
TPA,"Tampa, FL: Tampa International",443,3,55,28,1161,5656,60561
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2899,3,259,635,8448,36074,578177
BOS,"Boston, MA: Logan International",739,5,77,222,2256,9992,138669
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",955,5,107,75,2309,9811,135397
CLT,"Charlotte, NC: Charlotte Douglas International",653,5,68,117,2047,10800,118053
DCA,"Washington, DC: Ronald Reagan Washington National",427,3,68,218,1502,6544,87100
DEN,"Denver, CO: Denver International",1635,7,110,170,3913,21407,205956
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1996,6,273,360,4829,22963,284945
DTW,"Detroit, MI: Detroit Metro Wayne County",1236,4,136,528,3364,14169,209061
EWR,"Newark, NJ: Newark Liberty International",765,5,81,228,2765,9840,189471
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",389,5,33,34,1135,5025,63275
IAD,"Washington, DC: Washington Dulles International",469,0,60,115,1236,7000,81064
IAH,"Houston, TX: George Bush Intercontinental/Houston",1517,10,110,242,4461,16474,257012
JFK,"New York, NY: John F. Kennedy International",664,2,82,204,2476,9853,159149
LAS,"Las Vegas, NV: McCarran International",1095,4,52,73,2234,12529,108031
LAX,"Los Angeles, CA: Los Angeles International",1335,15,101,157,3396,17920,166859
LGA,"New York, NY: LaGuardia",540,3,91,375,2184,8608,142043
MCO,"Orlando, FL: Orlando International",922,8,62,51,2283,10964,131541
MDW,"Chicago, IL: Chicago Midway International",752,6,65,19,1507,7509,79962
MIA,"Miami, FL: Miami International",435,4,45,75,1293,5851,71946
MSP,"Minneapolis, MN: Minneapolis-St Paul International",1022,5,81,241,2741,11936,155260
ORD,"Chicago, IL: Chicago O'Hare International",2381,3,181,599,5861,27581,357928
PDX,"Portland, OR: Portland International",356,3,25,22,860,4959,42288
PHL,"Philadelphia, PA: Philadelphia International",494,8,77,106,1601,7845,89333
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",952,8,68,138,2034,15419,105460
SAN,"San Diego, CA: San Diego International",557,3,38,45,1306,7133,63804
SEA,"Seattle, WA: Seattle/Tacoma International",523,7,43,34,1493,9673,79926
SFO,"San Francisco, CA: San Francisco International",1145,2,68,131,2974,12451,171161
SLC,"Salt Lake City, UT: Salt Lake City International",768,3,36,80,1757,11267,90006
TPA,"Tampa, FL: Tampa International",487,3,39,37,1203,5811,64304
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",2445,5,168,451,7704,36128,466104
BOS,"Boston, MA: Logan International",566,3,66,138,2108,10173,135982
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",759,5,63,42,1753,9667,97460
CLT,"Charlotte, NC: Charlotte Douglas International",527,3,49,113,1702,11033,85984
DCA,"Washington, DC: Ronald Reagan Washington National",354,3,46,148,1151,6637,63999
DEN,"Denver, CO: Denver International",1339,4,82,145,2903,21473,142810
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1464,3,88,205,3332,23108,194922
DTW,"Detroit, MI: Detroit Metro Wayne County",922,2,69,259,2567,14267,131631
EWR,"Newark, NJ: Newark Liberty International",446,4,51,95,1913,9984,120089
FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",355,2,31,19,981,4848,49317
IAD,"Washington, DC: Washington Dulles International",457,1,45,134,1087,7035,71170
IAH,"Houston, TX: George Bush Intercontinental/Houston",641,12,64,46,1999,16014,98505
JFK,"New York, NY: John F. Kennedy International",515,6,50,130,1945,9827,105476
LAS,"Las Vegas, NV: McCarran International",935,8,35,58,1847,12587,85513
LAX,"Los Angeles, CA: Los Angeles International",1188,6,56,142,2812,17828,138674
LGA,"New York, NY: LaGuardia",473,5,59,234,1836,8950,106595
MCO,"Orlando, FL: Orlando International",660,6,41,45,1849,10374,97479
MDW,"Chicago, IL: Chicago Midway International",597,5,66,18,1195,7373,58172
MIA,"Miami, FL: Miami International",429,1,47,100,1275,5784,73579
MSP,"Minneapolis, MN: Minneapolis-St Paul International",732,3,51,227,2042,11780,109382
ORD,"Chicago, IL: Chicago O'Hare International",1784,5,133,386,4666,27822,284188
PDX,"Portland, OR: Portland International",318,2,12,24,685,4919,35215
PHL,"Philadelphia, PA: Philadelphia International",408,3,45,45,1300,7808,68029
PHX,"Phoenix, AZ: Phoenix Sky Harbor International",776,6,46,106,1813,15264,87059
SAN,"San Diego, CA: San Diego International",462,4,20,25,995,6991,44174
SEA,"Seattle, WA: Seattle/Tacoma International",463,10,33,27,1255,9473,60855
SFO,"San Francisco, CA: San Francisco International",1198,4,52,178,3539,12557,221633
SLC,"Salt Lake City, UT: Salt Lake City International",717,4,20,73,1642,11371,77350
TPA,"Tampa, FL: Tampa International",387,1,31,22,1031,5559,51995
ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1679,4,98,270,4713,34266,270298
BOS,"Boston, MA: Logan International",404,1,61,144,1708,9417,102847
BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",421,2,20,54,990,8774,43313
CLT,"Charlotte, NC: Charlotte Douglas International",353,2,35,66,1359,10757,58125
DCA,"Washington, DC: Ronald Reagan Washington National",235,0,38,103,804,6298,38267
DEN,"Denver, CO: Denver International",786,8,49,99,1874,19817,87412
DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",1181,6,169,286,2913,21935,169421
DTW,"Detroit, MI: Detroit Metro Wayne County",658,2,61,159,2181,13542,105515
EWR,"Newark, NJ: Newark Liberty International",249,1,31,160,1623,8941,99634
